1,Russell Westbrook,PG,28,OKC,5,5,38.8,11.8,30.4,0.388,2.6,9.8,0.265,9.2,20.6,0.447,0.431,11.2,14,0.8,1.8,9.8,11.6,10.8,2.4,0.4,6,3.2,37.4
101,Pau Gasol,C,36,SAS,13,6,23.5,2.8,6.9,0.4,0.5,1.3,0.353,2.3,5.6,0.411,0.433,0.9,1.4,0.667,2.2,4.5,6.7,2,0.5,1.2,1,2.2,6.9
102,Ian Clark,SG,25,GSW,9,0,13.3,2.3,4.6,0.512,0.6,1.3,0.417,1.8,3.2,0.552,0.573,1.6,1.7,0.933,0.2,1.8,2,0.3,0.1,0,0.7,1.1,6.8
103,Gerald Green,SF,31,BOS,9,6,15.1,2.4,5.6,0.44,1.3,3.2,0.414,1.1,2.3,0.476,0.56,0.6,0.7,0.833,0.2,1.3,1.6,0.8,0.1,0,0.4,1.6,6.8
104,Shabazz Napier,PG,25,POR,4,0,11.8,2,4.8,0.421,1.3,2.8,0.455,0.8,2,0.375,0.553,1.5,2,0.75,0.3,0.8,1,0.8,0.5,0,0,1.5,6.8
105,JaVale McGee,C,29,GSW,9,0,10.7,3,4.1,0.73,0,0,,3,4.1,0.73,0.73,0.7,0.9,0.75,1.4,1.9,3.3,0.1,0.2,1.2,0.4,2.2,6.7
106,Bobby Portis,PF,21,CHI,6,0,20.2,2.8,5.5,0.515,1,2.2,0.462,1.8,3.3,0.55,0.606,0,0,,0.8,5.2,6,1.2,0.5,0.5,1,1.7,6.7
107,Marreese Speights,C,29,LAC,7,2,14,2.3,5.3,0.432,1,2.9,0.35,1.3,2.4,0.529,0.527,1,1.4,0.7,0.6,2.3,2.9,0.4,0.3,0.4,0.4,1.9,6.6
108,Andrew Harrison,PG,22,MEM,6,0,19.8,2.2,4.8,0.448,0.8,2.2,0.385,1.3,2.7,0.5,0.534,1.3,1.5,0.889,0.7,1.2,1.8,2.2,0.5,0.2,0.5,2.3,6.5
109,Joe Ingles,SF,29,UTA,11,11,30.4,2.3,5.6,0.403,1.4,3.7,0.366,0.9,1.9,0.476,0.524,0.5,0.8,0.667,0.2,3.5,3.7,3.3,2,0.5,1.5,2.5,6.5
110,J.R. Smith,SG,31,CLE,8,8,26,2.1,4.9,0.436,1.9,4.3,0.441,0.3,0.6,0.4,0.628,0.3,0.5,0.5,0.1,1.6,1.8,0.8,0.6,0.5,0.9,2.3,6.4
111,Deron Williams,PG,32,CLE,8,0,16,2.3,3.6,0.621,1.1,1.9,0.6,1.1,1.8,0.643,0.776,0.8,0.9,0.857,0.3,1,1.3,2.6,0.5,0.1,0.9,1.9,6.4
112,Zaza Pachulia,C,32,GSW,9,9,15.4,2.6,4.8,0.535,0,0.1,0,2.6,4.7,0.548,0.535,1.2,1.3,0.917,1,3.7,4.7,0.9,0.7,0.4,0.7,2,6.3
113,Shelvin Mack,PG,26,UTA,9,3,17.2,1.9,5.4,0.347,0.8,1.7,0.467,1.1,3.8,0.294,0.418,1.4,1.7,0.867,0.3,2.4,2.8,2,0.4,0,1,1.6,6
114,Terry Rozier,PG,22,BOS,12,0,16.3,1.9,4.6,0.418,0.9,2.1,0.44,1,2.5,0.4,0.518,1.2,1.4,0.824,0.7,2.3,2.9,1.4,0.6,0.3,0.3,1.3,5.9
115,Thon Maker,C,19,MIL,6,6,19.3,2,5.2,0.387,0.3,1.7,0.2,1.7,3.5,0.476,0.419,1.5,1.8,0.818,1.3,1.8,3.2,2,0.8,1.8,1.3,3,5.8
116,Kelly Oubre,SF,21,WAS,12,0,15.3,2.2,5.1,0.426,0.9,2.5,0.367,1.3,2.6,0.484,0.516,0.6,0.8,0.7,0.8,1.6,2.3,0.3,0.8,0.4,0.6,3.2,5.8
117,Boris Diaw,PF,34,UTA,11,9,18.5,2.2,4.4,0.5,0.5,1.3,0.429,1.6,3.1,0.529,0.563,0.8,0.9,0.9,0.3,1.6,1.9,2,0.6,0.4,1.3,1.1,5.7
118,Raymond Felton,PG,32,LAC,7,0,18.1,2.1,4.6,0.469,0.6,1.3,0.444,1.6,3.3,0.478,0.531,0.7,0.7,1,0.3,1.1,1.4,1.4,0.9,0,0.4,1.4,5.6
119,Allen Crabbe,SG,24,POR,4,0,23,2.3,6,0.375,0.8,3.3,0.231,1.5,2.8,0.545,0.438,0.3,0.8,0.333,0,3,3,0.5,0.3,0,0.3,2.3,5.5
120,Monta Ellis,SG,31,IND,4,2,19,2,5,0.4,0.5,2,0.25,1.5,3,0.5,0.45,1,1.3,0.8,0.3,1.8,2,1.3,0.5,0.3,1,1.3,5.5
121,Manu Ginobili,SG,39,SAS,13,0,17.6,2.1,5.6,0.37,0.5,2.5,0.188,1.6,3.2,0.512,0.411,0.6,0.8,0.727,0.7,2.2,2.8,2.2,0.9,0.2,0.8,1.5,5.2
122,Aaron Brooks,PG,32,IND,1,0,7,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,0,1,1,1,0,0,1,0,5
123,Bobby Brown,PG,32,HOU,5,0,4.4,2,4,0.5,1,2.2,0.455,1,1.8,0.556,0.625,0,0,,0,0.4,0.4,0.2,0,0,0,0.2,5
124,Doug McDermott,SF,25,OKC,5,0,13.2,1.8,3.6,0.5,1.4,2.6,0.538,0.4,1,0.4,0.694,0,0,,0,1,1,0.2,0.2,0.2,0.2,0.4,5
125,Glenn Robinson,SF,23,IND,3,0,10.3,2,2,1,0.7,0.7,1,1.3,1.3,1,1.167,0.3,0.7,0.5,0,1,1,0.3,0,0,0,0.7,5
126,P.J. Tucker,SF,31,TOR,10,1,25.1,1.8,4.9,0.367,0.9,2.8,0.321,0.9,2.1,0.429,0.459,0.5,0.8,0.625,1.5,4.2,5.7,1.1,0.6,0.3,0.8,2.7,5
127,Alex Abrines,SG,23,OKC,5,0,16,1.6,4.6,0.348,1,3.4,0.294,0.6,1.2,0.5,0.457,0.6,0.8,0.75,0.4,1.4,1.8,0.8,0,0,0,1.6,4.8
128,Enes Kanter,C,24,OKC,5,0,9,2,5.2,0.385,0,0,,2,5.2,0.385,0.385,0.8,0.8,1,0.6,1.2,1.8,0.2,0,0.8,0.4,1.6,4.8
129,Joffrey Lauvergne,C,25,CHI,3,0,8.7,1.3,3.7,0.364,0,0.7,0,1.3,3,0.444,0.364,2,2,1,1.7,1.3,3,1.7,0,0,0.7,0.3,4.7
130,Dante Exum,PG,21,UTA,7,0,12,1.6,3.9,0.407,0.6,1.7,0.333,1,2.1,0.467,0.481,0.9,0.9,1,0.3,0.6,0.9,1.3,0.7,0,0.4,1.4,4.6
131,Dejounte Murray,PG,20,SAS,8,2,11.8,1.8,4.5,0.389,0,0.4,0,1.8,4.1,0.424,0.389,1,1.5,0.667,0.3,1.9,2.1,1.8,0.6,0.3,0.8,1.1,4.5
132,Noah Vonleh,PF,21,POR,4,2,25,2,4.5,0.444,0,0,,2,4.5,0.444,0.444,0.5,1.3,0.4,2.3,5,7.3,2,0.3,0.8,1.5,2.8,4.5
133,Iman Shumpert,SG,26,CLE,7,0,19,1.7,3.7,0.462,0.6,1.4,0.4,1.1,2.3,0.5,0.538,0.4,0.4,1,0.3,2.6,2.9,0.9,0.4,0.3,0.3,2.4,4.4
134,Michael Beasley,PF,28,MIL,4,0,12,1.8,5,0.35,0.8,1.3,0.6,1,3.8,0.267,0.425,0,1,0,0.5,1.8,2.3,0.3,0.3,0.3,0.5,2,4.3
135,Jose Calderon,PG,35,ATL,6,0,12.5,1.8,3.8,0.478,0.7,2,0.333,1.2,1.8,0.636,0.565,0,0,,0.3,1,1.3,2.2,0.3,0.2,0.7,1.5,4.3
136,David West,C,36,GSW,9,0,13.9,1.9,3.8,0.5,0,0,,1.9,3.8,0.5,0.5,0.6,0.7,0.833,0.6,2.7,3.2,2.4,0.7,0.8,0.7,1.4,4.3
137,DeMarre Carroll,SF,30,TOR,10,7,15.5,1.5,3.7,0.405,0.7,2.2,0.318,0.8,1.5,0.533,0.5,0.5,0.9,0.556,0.4,2.3,2.7,0.5,0.8,0.5,0.5,1.3,4.2
138,David Lee,PF,33,SAS,13,4,18.3,1.7,3.2,0.524,0,0.1,0,1.7,3.2,0.537,0.524,0.8,1.2,0.688,1.4,2.8,4.2,0.8,0.3,0.4,0.5,1.5,4.2
139,Kyle Anderson,SG,23,SAS,12,0,10.2,1.8,2.8,0.636,0.2,0.5,0.333,1.6,2.3,0.704,0.667,0.4,0.6,0.714,0.4,1.7,2.1,1.2,0.3,0.1,0.5,0.3,4.1
140,Ersan Ilyasova,PF,29,ATL,6,0,15,1.3,3.8,0.348,0.2,0.8,0.2,1.2,3,0.389,0.37,1.2,1.5,0.778,2.3,2.8,5.2,0.3,0.2,0,0.8,1.2,4
141,Anthony Morrow,SG,31,CHI,3,0,9.7,1.7,3,0.556,0,0,,1.7,3,0.556,0.556,0.7,0.7,1,0,1,1,0.7,0,0,0,0.7,4
142,Jason Smith,C,30,WAS,13,0,12.1,1.5,3,0.487,0.2,0.8,0.3,1.2,2.2,0.552,0.526,0.8,1.1,0.714,0.8,1.5,2.2,0.3,0.2,0.5,0.8,2.3,3.9
143,Shaun Livingston,PG,31,GSW,6,0,17,1.8,3.3,0.55,0,0,,1.8,3.3,0.55,0.55,0.2,0.3,0.5,1,2.3,3.3,1.3,0.3,0.3,0.8,1,3.8
144,Wayne Selden,SG,22,MEM,6,2,17.7,1.5,4.3,0.346,0.3,1.8,0.182,1.2,2.5,0.467,0.385,0.5,0.7,0.75,0.5,1,1.5,1.2,0.2,0.2,0.3,1.3,3.8
145,Trey Lyles,PF,21,UTA,2,0,5,1.5,3.5,0.429,0.5,1.5,0.333,1,2,0.5,0.5,0,0,,0,1,1,0.5,0.5,0,0.5,0.5,3.5
146,Patrick Patterson,PF,27,TOR,10,1,18.5,1,3.6,0.278,0.8,2.6,0.308,0.2,1,0.2,0.389,0.6,0.6,1,0.1,1.9,2,2,0.7,0.2,0.6,0.4,3.4
147,Jaylen Brown,SF,20,BOS,12,0,10.8,1.4,3.5,0.405,0.3,1.5,0.222,1.1,2,0.542,0.452,0.2,0.3,0.5,0.6,1.2,1.8,0.8,0.3,0.1,0.5,1.3,3.3
148,Cristiano Felicio,C,24,CHI,6,0,13.7,1.5,2.5,0.6,0,0,,1.5,2.5,0.6,0.6,0.2,0.3,0.5,1.2,3.2,4.3,0.3,0.5,0.3,1.2,2.7,3.2
149,Jerian Grant,PG,24,CHI,5,2,10.4,1.2,4.6,0.261,0.2,1.8,0.111,1,2.8,0.357,0.283,0.6,0.6,1,0,0.8,0.8,1,0.4,0,1.4,0.6,3.2
150,Amir Johnson,PF,29,BOS,10,7,11,1.3,2.5,0.52,0.1,0.3,0.333,1.2,2.2,0.545,0.54,0.4,0.6,0.667,1.2,0.9,2.1,0.2,0.2,0.6,0.5,2,3.1
151,Jake Layman,SF,22,POR,2,0,8,1,2,0.5,0.5,0.5,1,0.5,1.5,0.333,0.625,0.5,1,0.5,0,0.5,0.5,0.5,0.5,0,0,1,3
152,Cameron Payne,PG,22,CHI,1,0,4,1,2,0.5,1,1,1,0,1,0,0.75,0,0,,0,1,1,0,0,0,1,0,3
153,Paul Pierce,SF,39,LAC,7,0,14.4,1.1,2.6,0.444,0.6,1.4,0.4,0.6,1.1,0.5,0.556,0.1,0.1,1,0.3,1.7,2,1,0.3,0,0.6,1.6,3
154,Kyle Wiltjer,PF,24,HOU,1,0,5,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3
155,Dewayne Dedmon,C,27,SAS,9,3,7.4,1,1.2,0.818,0,0,,1,1.2,0.818,0.818,0.9,2,0.444,1.4,2.2,3.7,0.2,0.1,0.3,0.7,1.3,2.9
156,Patrick McCaw,SG,21,GSW,7,2,13.1,1,2.9,0.35,0.3,1.3,0.222,0.7,1.6,0.455,0.4,0.6,0.9,0.667,0.4,1.6,2,1,0.4,0.3,0,0.7,2.9
157,Michael Carter-Williams,PG,25,CHI,5,0,10.6,1.2,3,0.4,0,0.2,0,1.2,2.8,0.429,0.4,0.4,0.8,0.5,0.2,0.6,0.8,1.2,0.4,0.2,1.2,1.2,2.8
158,Brandon Jennings,PG,27,WAS,13,0,13.7,1.1,2.8,0.378,0.2,1,0.154,0.9,1.8,0.5,0.405,0.5,0.6,0.875,0.4,1.1,1.5,1.8,0.2,0,0.6,1,2.8
159,Ian Mahinmi,C,30,WAS,5,0,12.6,1,1.8,0.556,0,0,,1,1.8,0.556,0.556,0.8,2.2,0.364,0.6,1.6,2.2,1.2,0.2,1.2,0.6,3.4,2.8
160,Mike Muscala,C,25,ATL,6,0,13.5,0.8,3,0.278,0,0.7,0,0.8,2.3,0.357,0.278,1.2,1.3,0.875,1,1.7,2.7,0.3,0.2,0.5,0.2,2,2.8
161,Delon Wright,PG,24,TOR,9,0,10.2,1,1.9,0.529,0.2,0.7,0.333,0.8,1.2,0.636,0.588,0.6,0.8,0.714,0.4,1,1.4,1.4,0.4,0.1,0.6,0.4,2.8
162,Tyler Zeller,C,27,BOS,6,0,6.2,1,2.5,0.4,0,0,,1,2.5,0.4,0.4,0.8,1,0.833,0.7,1.2,1.8,0.3,0,0,0.2,0.7,2.8
163,Raul Neto,PG,24,UTA,9,0,6.7,0.9,1.4,0.615,0.3,0.7,0.5,0.6,0.8,0.714,0.731,0.4,0.4,1,0,0.8,0.8,0.4,0.1,0.1,0.3,0.9,2.6
164,Semaj Christon,PG,24,OKC,2,0,10.5,1,2.5,0.4,0.5,1.5,0.333,0.5,1,0.5,0.5,0,0,,0,1.5,1.5,2.5,0.5,0,0,0.5,2.5
165,Jason Terry,SG,39,MIL,6,0,11.3,1,3,0.333,0.3,1.7,0.2,0.7,1.3,0.5,0.389,0.2,0.2,1,0.3,1,1.3,0.8,0.5,0.2,0.3,1.2,2.5
166,Derrick Williams,PF,25,CLE,2,0,3.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1.25,0,0,,0,0,0,0,0,0.5,1,0,2.5
167,Pat Connaughton,SG,24,POR,3,0,8,0.7,3,0.222,0,2,0,0.7,1,0.667,0.222,1,1,1,0.3,2,2.3,1.3,0,0,0,0,2.3
168,Deyonta Davis,C,20,MEM,3,0,3.7,1,1.7,0.6,0,0,,1,1.7,0.6,0.6,0.3,0.7,0.5,0.7,1,1.7,0,0,0,0,0.7,2.3
169,Sam Dekker,SF,22,HOU,4,0,7.8,0.8,3,0.25,0.8,1.5,0.5,0,1.5,0,0.375,0,0,,1.3,1.3,2.5,0.3,0.3,0.3,0,0.5,2.3
170,Bryn Forbes,SG,23,SAS,3,0,6.7,1,2.3,0.429,0.3,1.3,0.25,0.7,1,0.667,0.5,0,0,,0,1.3,1.3,0.7,0,0,0,1,2.3
171,Jonas Jerebko,PF,29,BOS,8,0,8.8,0.8,2.1,0.353,0.1,0.9,0.143,0.6,1.3,0.5,0.382,0.5,0.5,1,0.5,1.4,1.9,1.1,0.4,0.3,0.5,0.9,2.1
172,Brandon Bass,PF,31,LAC,1,0,4,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,1,0,1,0,1,0,0,0,2
173,Joel Bolomboy,PF,23,UTA,2,0,4.5,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,0,1,1,0,0,0.5,0,0,2
174,Mike Dunleavy,SF,36,ATL,6,0,8.8,0.5,1.2,0.429,0.3,0.8,0.4,0.2,0.3,0.5,0.571,0.7,0.7,1,0.2,0.7,0.8,0.3,0.2,0,1,0.5,2
175,Sheldon McClellan,SG,24,WAS,7,0,2.4,0.7,1.1,0.625,0.3,0.7,0.4,0.4,0.4,1,0.75,0.3,0.3,1,0,0.3,0.3,0,0,0,0.1,0.1,2
176,Jusuf Nurkic,C,22,POR,1,1,17,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,11,11,4,0,1,3,1,2
177,Domantas Sabonis,PF,20,OKC,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,2,2,1,0,1,1,0,0.5,0.5,0,2,2
178,Fred VanVleet,PG,22,TOR,7,0,4.1,0.9,1.3,0.667,0.3,0.7,0.4,0.6,0.6,1,0.778,0,0,,0,0.1,0.1,0.6,0.1,0,0.1,0.4,2
179,Rashad Vaughn,SG,20,MIL,3,0,3.3,0.7,1.3,0.5,0.7,0.7,1,0,0.7,0,0.75,0,0,,0,0,0,0,0,0,0,0,2
180,Brandan Wright,PF,29,MEM,2,0,6,1,2.5,0.4,0,0,,1,2.5,0.4,0.4,0,0,,0.5,0.5,1,0,0,1,0.5,0,2
181,Davis Bertans,PF,24,SAS,10,0,7.2,0.6,1.9,0.316,0.5,1.5,0.333,0.1,0.4,0.25,0.447,0.2,0.4,0.5,0.2,0.9,1.1,0.2,0,0.3,0.2,0.3,1.9
182,Richard Jefferson,SF,36,CLE,4,0,9.8,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,1,0.5,0.3,0.3,0.5,0.5,0.3,0,0.3,1.3,1.8
183,James Michael McAdoo,PF,24,GSW,6,0,4.8,0.7,1.5,0.444,0.2,0.7,0.25,0.5,0.8,0.6,0.5,0.3,0.7,0.5,0.3,0.7,1,0,0,0.2,0,0.3,1.8
184,Spencer Hawes,PF,28,MIL,3,0,5.7,0.7,1.7,0.4,0.3,0.7,0.5,0.3,1,0.333,0.5,0,0,,0.7,0.7,1.3,0.3,0,0.3,0.3,1,1.7
185,Jakob Poeltl,C,21,TOR,6,0,4.3,0.8,1.8,0.455,0,0,,0.8,1.8,0.455,0.455,0,0.3,0,1,1,2,0,0.2,0.2,0,0.5,1.7
186,Jeff Withey,C,26,UTA,3,0,7,0.7,1.3,0.5,0,0,,0.7,1.3,0.5,0.5,0.3,0.7,0.5,1,0.3,1.3,0.3,0.3,0.3,0,1.7,1.7
187,Troy Daniels,SG,25,MEM,6,0,11.3,0.5,1.5,0.333,0.5,1.5,0.333,0,0,,0.5,0,0,,0.2,0.7,0.8,0.3,0.3,0,0.3,0.2,1.5
188,John Henson,C,26,MIL,2,0,6,0.5,2,0.25,0,0,,0.5,2,0.25,0.25,0.5,0.5,1,1,1,2,0,0.5,0,0.5,0.5,1.5
189,Damian Jones,C,21,GSW,2,0,6,0.5,1.5,0.333,0,0,,0.5,1.5,0.333,0.333,0.5,1,0.5,1.5,0,1.5,0,0,0.5,0,1.5,1.5
190,Tim Quarterman,SG,22,POR,2,0,3.5,0.5,1,0.5,0.5,1,0.5,0,0,,0.75,0,0,,0,0,0,0.5,0,0,0,0.5,1.5
191,Norris Cole,PG,28,OKC,4,0,6.3,0.5,2,0.25,0.3,1,0.25,0.3,1,0.25,0.313,0,0,,0,0.3,0.3,0.3,0,0.3,0.5,1,1.3
192,Denzel Valentine,SG,23,CHI,4,0,5.5,0.5,1.5,0.333,0.3,1,0.25,0.3,0.5,0.5,0.417,0,0,,0,2,2,0.5,0,0.3,0.5,0.3,1.3
193,James Young,SG,21,BOS,8,0,3.3,0.4,1.1,0.333,0.4,1,0.375,0,0.1,0,0.5,0,0,,0.1,0.3,0.4,0.3,0,0,0.1,0.3,1.1
194,Matt Barnes,SF,36,GSW,4,0,7.3,0.5,1.3,0.4,0,0.5,0,0.5,0.8,0.667,0.4,0,0,,0,1.3,1.3,0.8,0,0,0.3,1.3,1
195,Montrezl Harrell,C,23,HOU,5,0,4.2,0.2,0.6,0.333,0,0,,0.2,0.6,0.333,0.333,0.6,1.2,0.5,0.2,1,1.2,0.4,0,0,0.4,1.4,1
196,Lucas Nogueira,C,24,TOR,3,0,2.3,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.7,1,1.7,0,0,0,0,0.3,1
197,Mirza Teletovic,PF,31,MIL,3,0,9,0.3,2,0.167,0.3,1.3,0.25,0,0.7,0,0.25,0,0,,0,1,1,0,0.3,0,0.3,1,1
198,Tomas Satoransky,SG,25,WAS,10,0,3.6,0.3,0.6,0.5,0,0,,0.3,0.6,0.5,0.5,0.2,0.5,0.4,0.1,0.4,0.5,0.6,0.1,0,0.2,0.4,0.8
199,Wade Baldwin,PG,20,MEM,3,0,4,0,0.3,0,0,0,,0,0.3,0,0,0.7,0.7,1,0.3,1,1.3,0.7,0,0,0,1,0.7
200,Meyers Leonard,PF,24,POR,3,1,10.3,0.3,1.7,0.2,0,1.3,0,0.3,0.3,1,0.2,0,0,,0.7,2,2.7,0.3,0,0,1.3,2,0.7
201,Jarell Martin,PF,22,MEM,3,0,3.3,0.3,1,0.333,0,0,,0.3,1,0.333,0.333,0,0,,0.7,0.7,1.3,0,0.3,0,0,0.7,0.7
202,Dahntay Jones,SF,36,CLE,4,0,1.5,0.3,0.3,1,0,0,,0.3,0.3,1,1,0,0,,0,0,0,0,0,0,0.3,1,0.5
203,Wesley Johnson,SF,29,LAC,3,0,3.7,0,0,,0,0,,0,0,,,0.3,0.7,0.5,0,0.7,0.7,0,0.3,0,0,0.7,0.3
204,Thabo Sefolosha,SF,32,ATL,4,0,2.3,0,0.3,0,0,0,,0,0.3,0,0,0.3,1,0.25,0,0,0,0,0,0,0,0.3,0.3
205,Troy Williams,SF,22,HOU,5,0,3.8,0,1.8,0,0,1,0,0,0.8,0,0,0.2,0.4,0.5,0.4,1,1.4,0.2,0,0,0.4,0,0.2
206,Lavoy Allen,PF,27,IND,3,0,3.7,0,0,,0,0,,0,0,,,0,0,,0,0.7,0.7,0,0,0,0.3,0,0
207,Joel Anthony,C,34,SAS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0
208,Trey Burke,PG,24,WAS,3,0,6.7,0,1.3,0,0,0.7,0,0,0.7,0,0,0,0,,0,0,0,1.7,0,0,0,0.7,0
209,Kris Humphries,PF,31,ATL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0
210,James Jones,SF,36,CLE,3,0,1.3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0.3,0,0
211,Daniel Ochefu,C,23,WAS,4,0,1.3,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0.3,0.3,0,0,0,0.3,0.3,0
212,Pascal Siakam,PF,22,TOR,2,0,5,0,1,0,0,0,,0,1,0,0,0,0,,1,0.5,1.5,0.5,0.5,0,0,0.5,0
213,Kyle Singler,SF,28,OKC,1,0,10,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,2,0
214,Isaiah Taylor,PG,22,HOU,3,0,3.3,0,0.7,0,0,0.3,0,0,0.3,0,0,0,0,,0.3,0.3,0.7,0.3,0,0,0,0.3,0
